"id","word","jyutping","meaning","english","example","sentenceJyutping","translation","sentenceEnglish","category","difficulty","level","femaleAudio","maleAudio","femaleSentenceAudio","maleSentenceAudio"
"135","銀行","ngan4 hong4","银行","bank","銀行今日排長龍。","ngan4 hong4 gam1 jat6 paai4 coeng4 lung4","银行今天排起了长队。","There is a long queue at the bank today.","城市地点","2","初级","135-female.mp3","135-male.mp3","135-sentence-female.mp3","135-sentence-male.mp3"
"136","郵局","jau4 guk6","邮局","post office","郵局星期六下晝唔開。","jau4 guk6 sing1 kei4 luk6 haa6 zau3 m4 hoi1","邮局星期六下午不开门。","The post office is closed on Saturday afternoon.","城市地点","2","初级","136-female.mp3","136-male.mp3","136-sentence-female.mp3","136-sentence-male.mp3"
"137","樓","lau4","楼；楼层","building; floor","香港好多樓都起得好高。","hoeng1 gong2 hou2 do1 lau4 dou1 hei2 dak1 hou2 gou1","香港很多楼都建得很高。","Many buildings in Hong Kong are very tall.","城市地点","2","初级","137-female.mp3","137-male.mp3","137-sentence-female.mp3","137-sentence-male.mp3"
"138","地下","dei6 haa2","地面层；地下","ground floor; underground","香港樓層嘅地下即係地面嗰層。","hoeng1 gong2 lau4 cang4 ge3 dei6 haa2 zik1 hai6 dei6 min6 go2 cang4","香港楼层里的“地下”就是地面那一层。","In Hong Kong, ‘ground floor’ means the street-level floor.","城市地点","2","初级","138-female.mp3","138-male.mp3","138-sentence-female.mp3","138-sentence-male.mp3"
"139","樓上","lau4 soeng6","楼上","upstairs","樓上舖通常要搭𨋢先去到。","lau4 soeng6 pou3 tung1 soeng4 jiu3 daap3 lip1 sin1 heoi3 dou2","楼上铺通常要乘电梯才能到。","You usually need a lift to reach an upstairs shop.","城市地点","2","初级","139-female.mp3","139-male.mp3","139-sentence-female.mp3","139-sentence-male.mp3"
"140","對面","deoi3 min6","对面","opposite; across from","茶餐廳就喺巴士站對面。","caa4 caan1 teng1 zau6 hai2 baa1 si2 zaam6 deoi3 min6","茶餐厅就在巴士站对面。","The cha chaan teng is right across from the bus stop.","城市地点","2","初级","140-female.mp3","140-male.mp3","140-sentence-female.mp3","140-sentence-male.mp3"
"141","星期","sing1 kei4","星期","week; weekday","我逢星期三去街市買餸。","ngo5 fung4 sing1 kei4 saam1 heoi3 gaai1 si5 maai5 sung3","我每逢星期三去街市买菜。","I shop at the wet market every Wednesday.","时间安排","2","初级","141-female.mp3","141-male.mp3","141-sentence-female.mp3","141-sentence-male.mp3"
"142","週末","zau1 mut6","周末","weekend","週末行山徑通常好多人。","zau1 mut6 haang4 saan1 ging3 tung1 soeng4 hou2 do1 jan4","周末远足径通常有很多人。","Hiking trails are usually crowded on weekends.","时间安排","2","初级","142-female.mp3","142-male.mp3","142-sentence-female.mp3","142-sentence-male.mp3"
"143","月","jyut6","月；月份","month","香港七月通常又熱又濕。","hoeng1 gong2 cat1 jyut6 tung1 soeng4 jau6 jit6 jau6 sap1","香港七月通常又热又湿。","July in Hong Kong is usually hot and humid.","时间安排","2","初级","143-female.mp3","143-male.mp3","143-sentence-female.mp3","143-sentence-male.mp3"
"144","年","nin4","年","year","我喺香港住咗三年。","ngo5 hai2 hoeng1 gong2 zyu6 zo2 saam1 nin4","我在香港住了三年。","I have lived in Hong Kong for three years.","时间安排","2","初级","144-female.mp3","144-male.mp3","144-sentence-female.mp3","144-sentence-male.mp3"
"145","分鐘","fan1 zung1","分钟","minute","搭港鐵十分鐘就到。","daap3 gong2 tit3 sap6 fan1 zung1 zau6 dou3","乘港铁十分钟就到。","It takes only ten minutes by MTR.","时间安排","2","初级","145-female.mp3","145-male.mp3","145-sentence-female.mp3","145-sentence-male.mp3"
"146","半","bun3","半","half","由旺角行過去大概要半個鐘。","jau4 wong6 gok3 haang4 gwo3 heoi3 daai6 koi3 jiu3 bun3 go3 zung1","从旺角走过去大约要半小时。","It takes about half an hour to walk there from Mong Kok.","时间安排","2","初级","146-female.mp3","146-male.mp3","146-sentence-female.mp3","146-sentence-male.mp3"
"147","早啲","zou2 di1","早一点","earlier","早啲搭車就冇咁迫。","zou2 di1 daap3 ce1 zau6 mou5 gam3 bik1","早点乘车就没那么拥挤。","Public transport is less crowded if you leave earlier.","时间安排","2","初级","147-female.mp3","147-male.mp3","147-sentence-female.mp3","147-sentence-male.mp3"
"148","遲啲","ci4 di1","晚一点；稍后","later","而家塞車，不如遲啲先出發。","ji4 gaa1 sak1 ce1 bat1 jyu4 ci4 di1 sin1 ceot1 faat3","现在堵车，不如晚点再出发。","There is traffic now, so let’s leave later.","时间安排","2","初级","148-female.mp3","148-male.mp3","148-sentence-female.mp3","148-sentence-male.mp3"
"149","準時","zeon2 si4","准时","on time","班船朝早八點準時開。","baan1 syun4 ziu1 zou2 baat3 dim2 zeon2 si4 hoi1","这班船早上八点准时开。","The ferry leaves punctually at eight in the morning.","时间安排","2","初级","149-female.mp3","149-male.mp3","149-sentence-female.mp3","149-sentence-male.mp3"
"150","得閒","dak1 haan4","有空","free; available","得閒去西九行吓。","dak1 haan4 heoi3 sai1 gau2 haang4 haa5","有空去西九走走。","Visit West Kowloon when you have time.","时间安排","2","初级","150-female.mp3","150-male.mp3","150-sentence-female.mp3","150-sentence-male.mp3"
"151","衫","saam1","衣服","clothes; shirt","旺角有好多舖頭賣衫。","wong6 gok3 jau5 hou2 do1 pou3 tau4 maai6 saam1","旺角有很多店铺卖衣服。","Many shops in Mong Kok sell clothes.","衣着外观","2","初级","151-female.mp3","151-male.mp3","151-sentence-female.mp3","151-sentence-male.mp3"
"152","褲","fu3","裤子","trousers","落雨最好着條快乾褲。","lok6 jyu5 zeoi3 hou2 zoek3 tiu4 faai3 gon1 fu3","下雨最好穿快干裤。","Quick-dry trousers are best on rainy days.","衣着外观","2","初级","152-female.mp3","152-male.mp3","152-sentence-female.mp3","152-sentence-male.mp3"
"153","鞋","haai4","鞋","shoes","行山要着對舒服嘅鞋。","haang4 saan1 jiu3 zoek3 deoi3 syu1 fuk6 ge3 haai4","爬山要穿一双舒服的鞋。","Wear comfortable shoes when hiking.","衣着外观","2","初级","153-female.mp3","153-male.mp3","153-sentence-female.mp3","153-sentence-male.mp3"
"154","帽","mou2","帽子","hat","今日太曬，記得戴帽。","gam1 jat6 taai3 saai3 gei3 dak1 daai3 mou2","今天阳光太强，记得戴帽子。","It is very sunny, so remember your hat.","衣着外观","2","初级","154-female.mp3","154-male.mp3","154-sentence-female.mp3","154-sentence-male.mp3"
"155","紅","hung4","红色","red","紅色小巴車頂係紅色。","hung4 sik1 siu2 baa1 ce1 deng2 hai6 hung4 sik1","红色小巴的车顶是红色的。","A red minibus has a red roof.","衣着外观","2","初级","155-female.mp3","155-male.mp3","155-sentence-female.mp3","155-sentence-male.mp3"
"156","藍","laam4","蓝色","blue","藍色港鐵線喺地圖上好易認。","laam4 sik1 gong2 tit3 sin3 hai2 dei6 tou4 soeng6 hou2 ji6 jing6","地图上的蓝色港铁线很好认。","The blue MTR line is easy to spot on the map.","衣着外观","2","初级","156-female.mp3","156-male.mp3","156-sentence-female.mp3","156-sentence-male.mp3"
"157","黑","hak1","黑色","black","黑雨警告嗰陣最好留喺室內。","hak1 jyu5 ging2 gou3 go2 zan6 zeoi3 hou2 lau4 hai2 sat1 noi6","黑色暴雨警告时最好留在室内。","Stay indoors during a black rainstorm warning.","衣着外观","2","初级","157-female.mp3","157-male.mp3","157-sentence-female.mp3","157-sentence-male.mp3"
"158","白","baak6","白色","white","茶餐廳侍應通常着白色恤衫。","caa4 caan1 teng1 si6 jing3 tung1 soeng4 zoek3 baak6 sik1 seot1 saam1","茶餐厅服务员通常穿白衬衫。","Cha chaan teng waiters often wear white shirts.","衣着外观","2","初级","158-female.mp3","158-male.mp3","158-sentence-female.mp3","158-sentence-male.mp3"
"159","靚","leng3","漂亮；好看","pretty; nice","維港夜景真係好靚。","wai4 gong2 je6 ging2 zan1 hai6 hou2 leng3","维港夜景真的很漂亮。","Victoria Harbour looks beautiful at night.","衣着外观","2","初级","159-female.mp3","159-male.mp3","159-sentence-female.mp3","159-sentence-male.mp3"
"160","新","san1","新的","new","間新商場喺港鐵站隔離。","gaan1 san1 soeng1 coeng4 hai2 gong2 tit3 zaam6 gaak3 lei4","新商场在港铁站旁边。","The new mall is next to the MTR station.","衣着外观","2","初级","160-female.mp3","160-male.mp3","160-sentence-female.mp3","160-sentence-male.mp3"
"161","電話","din6 waa2","电话","telephone","港鐵入面有時收唔到電話。","gong2 tit3 jap6 min6 jau5 si4 sau1 m4 dou2 din6 waa2","港铁里有时接不到电话。","Phone reception sometimes drops on the MTR.","科技通讯","2","初级","161-female.mp3","161-male.mp3","161-sentence-female.mp3","161-sentence-male.mp3"
"162","手機","sau2 gei1","手机","mobile phone","搭車可以用手機嘟八達通。","daap3 ce1 ho2 ji5 jung6 sau2 gei1 dou1 baat3 daat6 tung1","乘车可以用手机刷八达通。","You can tap a mobile Octopus when travelling.","科技通讯","2","初级","162-female.mp3","162-male.mp3","162-sentence-female.mp3","162-sentence-male.mp3"
"163","電腦","din6 nou5","电脑","computer","圖書館有電腦可以借用。","tou4 syu1 gun2 jau5 din6 nou5 ho2 ji5 ze3 jung6","图书馆有电脑可以借用。","Computers are available at the library.","科技通讯","2","初级","163-female.mp3","163-male.mp3","163-sentence-female.mp3","163-sentence-male.mp3"
"164","上網","soeng5 mong5","上网","go online","部分港鐵站有免費Wi-Fi上網。","bou6 fan6 gong2 tit3 zaam6 jau5 min5 fai3 wai1 faai1 soeng5 mong5","部分港铁站有免费Wi‑Fi上网。","Some MTR stations offer free Wi-Fi.","科技通讯","2","初级","164-female.mp3","164-male.mp3","164-sentence-female.mp3","164-sentence-male.mp3"
"165","充電","cung1 din6","充电","charge","機場有位畀旅客充電。","gei1 coeng4 jau5 wai2 bei2 leoi5 haak3 cung1 din6","机场有地方供旅客充电。","The airport has charging points for travellers.","科技通讯","2","初级","165-female.mp3","165-male.mp3","165-sentence-female.mp3","165-sentence-male.mp3"
"166","密碼","mat6 maa5","密码","password","免費Wi-Fi嘅密碼寫喺收據度。","min5 fai3 wai1 faai1 ge3 mat6 maa5 se2 hai2 sau1 geoi3 dou6","免费 Wi‑Fi 的密码写在收据上。","The free Wi-Fi password is on the receipt.","科技通讯","2","初级","166-female.mp3","166-male.mp3","166-sentence-female.mp3","166-sentence-male.mp3"
"167","相","soeng2","照片","photo","維港夜景好多人影相。","wai4 gong2 je6 ging2 hou2 do1 jan4 jing2 soeng2","很多人拍摄维港夜景。","Many people photograph Victoria Harbour at night.","科技通讯","2","初级","167-female.mp3","167-male.mp3","167-sentence-female.mp3","167-sentence-male.mp3"
"168","影片","jing2 pin2","视频；影片","video","呢條影片介紹香港街市。","ni1 tiu4 jing2 pin2 gaai3 siu6 hoeng1 gong2 gaai1 si5","这段视频介绍香港街市。","This video introduces Hong Kong wet markets.","科技通讯","2","初级","168-female.mp3","168-male.mp3","168-sentence-female.mp3","168-sentence-male.mp3"
"169","訊息","seon3 sik1","消息；讯息","message","天文台發出最新天氣訊息。","tin1 man4 toi4 faat3 ceot1 zeoi3 san1 tin1 hei3 seon3 sik1","天文台发布最新天气消息。","The Observatory issued the latest weather update.","科技通讯","2","初级","169-female.mp3","169-male.mp3","169-sentence-female.mp3","169-sentence-male.mp3"
"170","下載","haa6 zoi3","下载","download","出發前記得下載離線地圖。","ceot1 faat3 cin4 gei3 dak1 haa6 zoi3 lei4 sin3 dei6 tou4","出发前记得下载离线地图。","Download an offline map before setting off.","科技通讯","2","初级","170-female.mp3","170-male.mp3","170-sentence-female.mp3","170-sentence-male.mp3"
"171","酒店","zau2 dim3","酒店","hotel","間酒店近尖沙咀海旁。","gaan1 zau2 dim3 kan5 zim1 saa1 zeoi2 hoi2 pong4","酒店靠近尖沙咀海旁。","The hotel is near the Tsim Sha Tsui waterfront.","旅游住宿","2","初级","171-female.mp3","171-male.mp3","171-sentence-female.mp3","171-sentence-male.mp3"
"172","房間","fong4 gaan1","房间","room","房間望到維港。","fong4 gaan1 mong6 dou2 wai4 gong2","房间可以看到维港。","The room overlooks Victoria Harbour.","旅游住宿","2","初级","172-female.mp3","172-male.mp3","172-sentence-female.mp3","172-sentence-male.mp3"
"173","訂房","deng6 fong4","订房","book a room","假期去離島最好早啲訂房。","gaa3 kei4 heoi3 lei4 dou2 zeoi3 hou2 zou2 di1 deng6 fong4","假期去离岛最好早点订房。","Book early for an island stay during holidays.","旅游住宿","2","初级","173-female.mp3","173-male.mp3","173-sentence-female.mp3","173-sentence-male.mp3"
"174","護照","wu6 ziu3","护照","passport","過關之前要準備好護照。","gwo3 gwaan1 zi1 cin4 jiu3 zeon2 bei6 hou2 wu6 ziu3","过关前要准备好护照。","Have your passport ready before immigration.","旅游住宿","2","初级","174-female.mp3","174-male.mp3","174-sentence-female.mp3","174-sentence-male.mp3"
"175","行李","hang4 lei5","行李","luggage","機場快綫有位放行李。","gei1 coeng4 faai3 sin3 jau5 wai2 fong3 hang4 lei5","机场快线有地方放行李。","The Airport Express has luggage space.","旅游住宿","2","初级","175-female.mp3","175-male.mp3","175-sentence-female.mp3","175-sentence-male.mp3"
"176","機場","gei1 coeng4","机场","airport","由中環去機場可以搭機場快綫。","jau4 zung1 waan4 heoi3 gei1 coeng4 ho2 ji5 daap3 gei1 coeng4 faai3 sin3","从中环去机场可以乘机场快线。","You can take the Airport Express from Central.","旅游住宿","2","初级","176-female.mp3","176-male.mp3","176-sentence-female.mp3","176-sentence-male.mp3"
"177","飛機","fei1 gei1","飞机","airplane","架飛機喺赤鱲角降落。","gaa3 fei1 gei1 hai2 cek3 laap6 gok3 gong3 lok6","飞机在赤鱲角降落。","The plane is landing at Chek Lap Kok.","旅游住宿","2","初级","177-female.mp3","177-male.mp3","177-sentence-female.mp3","177-sentence-male.mp3"
"178","地圖","dei6 tou4","地图","map","港鐵地圖用顏色分開路綫。","gong2 tit3 dei6 tou4 jung6 ngaan4 sik1 fan1 hoi1 lou6 sin3","港铁地图用颜色区分线路。","The MTR map separates lines by colour.","旅游住宿","2","初级","178-female.mp3","178-male.mp3","178-sentence-female.mp3","178-sentence-male.mp3"
"179","旅遊","leoi5 jau4","旅游","travel","秋天幾適合去香港旅遊。","cau1 tin1 gei2 sik1 hap6 heoi3 hoeng1 gong2 leoi5 jau4","秋天很适合去香港旅游。","Autumn is a good time to visit Hong Kong.","旅游住宿","2","初级","179-female.mp3","179-male.mp3","179-sentence-female.mp3","179-sentence-male.mp3"
"180","入口","jap6 hau2","入口","entrance","港鐵入口通常有英文字母。","gong2 tit3 jap6 hau2 tung1 soeng4 jau5 jing1 man4 zi6 mou5","港铁入口通常标有英文字母。","MTR entrances are usually marked with letters.","旅游住宿","2","初级","180-female.mp3","180-male.mp3","180-sentence-female.mp3","180-sentence-male.mp3"
"181","太陽","taai3 joeng4","太阳","sun","香港夏天太陽好曬。","hoeng1 gong2 haa6 tin1 taai3 joeng4 hou2 saai3","香港夏天阳光很晒。","The summer sun is strong in Hong Kong.","自然环境","2","初级","181-female.mp3","181-male.mp3","181-sentence-female.mp3","181-sentence-male.mp3"
"182","風","fung1","风","wind","八號風球嗰陣唔好去海旁。","baat3 hou6 fung1 kau4 go2 zan6 m4 hou2 heoi3 hoi2 pong4","八号风球时不要去海旁。","Do not go to the waterfront during a No. 8 typhoon signal.","自然环境","2","初级","182-female.mp3","182-male.mp3","182-sentence-female.mp3","182-sentence-male.mp3"
"183","雲","wan4","云","cloud","山頂俾啲雲遮住咗。","saan1 deng2 bei2 di1 wan4 ze1 zyu6 zo2","山顶被云遮住了。","The mountaintop is hidden by clouds.","自然环境","2","初级","183-female.mp3","183-male.mp3","183-sentence-female.mp3","183-sentence-male.mp3"
"184","天空","tin1 hung1","天空","sky","維港上面嘅天空好清。","wai4 gong2 soeng6 min6 ge3 tin1 hung1 hou2 cing1","维港上空很晴朗。","The sky above Victoria Harbour is clear.","自然环境","2","初级","184-female.mp3","184-male.mp3","184-sentence-female.mp3","184-sentence-male.mp3"
"185","山","saan1","山","mountain","香港有好多行山路線。","hoeng1 gong2 jau5 hou2 do1 haang4 saan1 lou6 sin3","香港有很多远足路线。","Hong Kong has many hiking trails.","自然环境","2","初级","185-female.mp3","185-male.mp3","185-sentence-female.mp3","185-sentence-male.mp3"
"186","海","hoi2","海","sea","西貢有山又有海。","sai1 gung3 jau5 saan1 jau6 jau5 hoi2","西贡有山也有海。","Sai Kung has both mountains and sea.","自然环境","2","初级","186-female.mp3","186-male.mp3","186-sentence-female.mp3","186-sentence-male.mp3"
"187","河","ho4","河","river","城門河兩邊有單車徑。","sing4 mun4 ho4 loeng5 bin1 jau5 daan1 ce1 ging3","城门河两边有自行车道。","There are cycle tracks along both sides of Shing Mun River.","自然环境","2","初级","187-female.mp3","187-male.mp3","187-sentence-female.mp3","187-sentence-male.mp3"
"188","樹","syu6","树","tree","大榕樹下面好涼爽。","daai6 jung4 syu6 haa6 min6 hou2 loeng4 song2","大榕树下面很凉快。","It is cool beneath the big banyan tree.","自然环境","2","初级","188-female.mp3","188-male.mp3","188-sentence-female.mp3","188-sentence-male.mp3"
"189","花","faa1","花","flower","花墟新年前好多人買花。","faa1 heoi1 san1 nin4 cin4 hou2 do1 jan4 maai5 faa1","新年前很多人到花墟买花。","Many people buy flowers at the Flower Market before Lunar New Year.","自然环境","2","初级","189-female.mp3","189-male.mp3","189-sentence-female.mp3","189-sentence-male.mp3"
"190","空氣","hung1 hei3","空气","air","落完雨之後空氣舒服好多。","lok6 jyun4 jyu5 zi1 hau6 hung1 hei3 syu1 fuk6 hou2 do1","下雨后空气舒服多了。","The air feels much better after the rain.","自然环境","2","初级","190-female.mp3","190-male.mp3","190-sentence-female.mp3","190-sentence-male.mp3"
"191","嬲","nau1","生气","angry","等車等咁耐，真係幾嬲。","dang2 ce1 dang2 gam3 noi6 zan1 hai6 gei2 nau1","等车等这么久，真的挺生气。","Waiting so long for the bus is frustrating.","情绪观点","2","初级","191-female.mp3","191-male.mp3","191-sentence-female.mp3","191-sentence-male.mp3"
"192","緊張","gan2 zoeng1","紧张","nervous","第一次用粵語點餐有少少緊張。","dai6 jat1 ci3 jung6 jyut6 jyu5 dim2 caan1 jau5 siu2 siu2 gan2 zoeng1","第一次用粤语点餐有点紧张。","Ordering in Cantonese for the first time is a little nerve-racking.","情绪观点","2","初级","192-female.mp3","192-male.mp3","192-sentence-female.mp3","192-sentence-male.mp3"
"193","放心","fong3 sam1","放心","feel relieved","港鐵仲有尾班車，可以放心。","gong2 tit3 zung6 jau5 mei5 baan1 ce1 ho2 ji5 fong3 sam1","港铁还有末班车，可以放心。","There is still a last MTR train, so you can relax.","情绪观点","2","初级","193-female.mp3","193-male.mp3","193-sentence-female.mp3","193-sentence-male.mp3"
"194","無聊","mou4 liu4","无聊","boring; bored","落雨留喺屋企，我覺得有啲無聊。","lok6 jyu5 lau4 hai2 uk1 kei2 ngo5 gok3 dak1 jau5 di1 mou4 liu4","下雨留在家里，我觉得有点无聊。","Staying home on a rainy day feels a little boring.","情绪观点","2","初级","194-female.mp3","194-male.mp3","194-sentence-female.mp3","194-sentence-male.mp3"
"195","有趣","jau5 ceoi3","有趣","interesting","行街市可以見到好多有趣嘅食材。","haang4 gaai1 si5 ho2 ji5 gin3 dou2 hou2 do1 jau5 ceoi3 ge3 sik6 coi4","逛街市可以看到很多有趣的食材。","You can find many interesting ingredients at a wet market.","情绪观点","2","初级","195-female.mp3","195-male.mp3","195-sentence-female.mp3","195-sentence-male.mp3"
"196","好笑","hou2 siu3","好笑；有趣","funny","套港產喜劇有啲對白好好笑。","tou3 gong2 caan2 hei2 kek6 jau5 di1 deoi3 baak6 hou2 hou2 siu3","这部港产喜剧有些对白很好笑。","Some lines in the Hong Kong comedy are hilarious.","情绪观点","2","初级","196-female.mp3","196-male.mp3","196-sentence-female.mp3","196-sentence-male.mp3"
"197","奇怪","kei4 gwaai3","奇怪","strange","今日港鐵咁少人，有啲奇怪。","gam1 jat6 gong2 tit3 gam3 siu2 jan4 jau5 di1 kei4 gwaai3","今天港铁人这么少，有点奇怪。","It is strange that the MTR is so quiet today.","情绪观点","2","初级","197-female.mp3","197-male.mp3","197-sentence-female.mp3","197-sentence-male.mp3"
"198","重要","zung6 jiu3","重要","important","落雨行山，安全最重要。","lok6 jyu5 haang4 saan1 on1 cyun4 zeoi3 zung6 jiu3","下雨时爬山，安全最重要。","Safety matters most when hiking in the rain.","情绪观点","2","初级","198-female.mp3","198-male.mp3","198-sentence-female.mp3","198-sentence-male.mp3"
"199","容易","jung4 ji6","容易","easy","用八達通搭車好容易。","jung6 baat3 daat6 tung1 daap3 ce1 hou2 jung4 ji6","用八达通乘车很方便容易。","Using an Octopus card for transport is easy.","情绪观点","2","初级","199-female.mp3","199-male.mp3","199-sentence-female.mp3","199-sentence-male.mp3"
"200","難","naan4","难","difficult","繁忙時間喺中環搵位食飯幾難。","faan4 mong4 si4 gaan3 hai2 zung1 waan4 wan2 wai2 sik6 faan6 gei2 naan4","繁忙时间在中环找座位吃饭挺难。","Finding a seat for lunch in Central at peak time is difficult.","情绪观点","2","初级","200-female.mp3","200-male.mp3","200-sentence-female.mp3","200-sentence-male.mp3"
"201","約","joek3","约见；约定","arrange to meet","我哋約喺銅鑼灣港鐵站等。","ngo5 dei6 joek3 hai2 tung4 lo4 waan1 gong2 tit3 zaam6 dang2","我们约在铜锣湾港铁站等。","We agreed to meet at Causeway Bay MTR station.","社交活动","2","初级","201-female.mp3","201-male.mp3","201-sentence-female.mp3","201-sentence-male.mp3"
"202","見面","gin3 min6","见面","meet","一陣喺茶餐廳門口見面。","jat1 zan6 hai2 caa4 caan1 teng1 mun4 hau2 gin3 min6","一会儿在茶餐厅门口见面。","Let’s meet outside the cha chaan teng later.","社交活动","2","初级","202-female.mp3","202-male.mp3","202-sentence-female.mp3","202-sentence-male.mp3"
"203","打電話","daa2 din6 waa2","打电话","make a phone call","港鐵入面太嘈，我遲啲先打電話。","gong2 tit3 jap6 min6 taai3 cou4 ngo5 ci4 di1 sin1 daa2 din6 waa2","港铁里太吵，我晚点再打电话。","The MTR is too noisy, so I will call later.","社交活动","2","初级","203-female.mp3","203-male.mp3","203-sentence-female.mp3","203-sentence-male.mp3"
"204","傾偈","king1 gai2","聊天","chat","香港人飲茶鍾意一路食一路傾偈。","hoeng1 gong2 jan4 jam2 caa4 zung1 ji3 jat1 lou6 sik6 jat1 lou6 king1 gai2","香港人喝早茶时喜欢边吃边聊。","Hong Kong people like chatting while having dim sum.","社交活动","2","初级","204-female.mp3","204-male.mp3","204-sentence-female.mp3","204-sentence-male.mp3"
"205","介紹","gaai3 siu6","介绍","introduce","朋友介紹咗一間地道茶餐廳畀我。","pang4 jau5 gaai3 siu6 zo2 jat1 gaan1 dei6 dou6 caa4 caan1 teng1 bei2 ngo5","朋友给我介绍了一家地道茶餐厅。","A friend recommended an authentic cha chaan teng to me.","社交活动","2","初级","205-female.mp3","205-male.mp3","205-sentence-female.mp3","205-sentence-male.mp3"
"206","請客","ceng2 haak3","请客","treat someone","佢升職，所以請我哋飲茶。","keoi5 sing1 zik1 so2 ji5 ceng2 ngo5 dei6 jam2 caa4","他升职了，所以请我们喝早茶。","He got promoted, so he treated us to dim sum.","社交活动","2","初级","206-female.mp3","206-male.mp3","206-sentence-female.mp3","206-sentence-male.mp3"
"207","生日","saang1 jat6","生日","birthday","佢生日想去海旁睇夜景。","keoi5 saang1 jat6 soeng2 heoi3 hoi2 pong4 tai2 je6 ging2","他生日想去海旁看夜景。","He wants to see the harbour at night for his birthday.","社交活动","2","初级","207-female.mp3","207-male.mp3","207-sentence-female.mp3","207-sentence-male.mp3"
"208","禮物","lai5 mat6","礼物","gift","我喺旺角買咗份香港特色禮物。","ngo5 hai2 wong6 gok3 maai5 zo2 fan6 hoeng1 gong2 dak6 sik1 lai5 mat6","我在旺角买了一份香港特色礼物。","I bought a Hong Kong-themed gift in Mong Kok.","社交活动","2","初级","208-female.mp3","208-male.mp3","208-sentence-female.mp3","208-sentence-male.mp3"
"209","派對","paai3 deoi3","派对","party","我哋喺天台搞咗個小型派對。","ngo5 dei6 hai2 tin1 toi4 gaau2 zo2 go3 siu2 jing4 paai3 deoi3","我们在天台办了一个小型派对。","We held a small party on the rooftop.","社交活动","2","初级","209-female.mp3","209-male.mp3","209-sentence-female.mp3","209-sentence-male.mp3"
"210","一齊","jat1 cai4","一起","together","放工後一齊搭港鐵返屋企。","fong3 gung1 hau6 jat1 cai4 daap3 gong2 tit3 faan1 uk1 kei2","下班后一起乘港铁回家。","Let’s take the MTR home together after work.","社交活动","2","初级","210-female.mp3","210-male.mp3","210-sentence-female.mp3","210-sentence-male.mp3"
"211","茶餐廳","caa4 caan1 teng1","茶餐厅","Hong Kong-style café","茶餐廳餐牌有好多港式食品。","caa4 caan1 teng1 caan1 paai2 jau5 hou2 do1 gong2 sik1 sik6 ban2","茶餐厅菜单上有很多港式食品。","A cha chaan teng menu has many Hong Kong-style dishes.","香港在地用语","2","初级","211-female.mp3","211-male.mp3","211-sentence-female.mp3","211-sentence-male.mp3"
"212","飲茶","jam2 caa4","喝早茶；吃点心","have dim sum","香港人飲茶會叫幾籠點心。","hoeng1 gong2 jan4 jam2 caa4 wui5 giu3 gei2 lung4 dim2 sam1","香港人喝早茶会点几笼点心。","Hong Kong diners order baskets of dim sum with tea.","香港在地用语","2","初级","212-female.mp3","212-male.mp3","212-sentence-female.mp3","212-sentence-male.mp3"
"213","搭枱","daap3 toi2","拼桌","share a table","茶餐廳侍應問我搭枱得唔得。","caa4 caan1 teng1 si6 jing3 man6 ngo5 daap3 toi2 dak1 m4 dak1","茶餐厅服务员问我能不能拼桌。","The waiter asked whether I could share a table.","香港在地用语","2","初级","213-female.mp3","213-male.mp3","213-sentence-female.mp3","213-sentence-male.mp3"
"214","加底","gaa1 dai2","加饭或加面","add extra rice or noodles","茶餐廳加底通常要加錢。","caa4 caan1 teng1 gaa1 dai2 tung1 soeng4 jiu3 gaa1 cin2","茶餐厅加底通常要加钱。","An extra portion usually costs more at a cha chaan teng.","香港在地用语","2","初级","214-female.mp3","214-male.mp3","214-sentence-female.mp3","214-sentence-male.mp3"
"215","走甜","zau2 tim4","不加糖","no sugar","茶餐廳講走甜即係唔加糖。","caa4 caan1 teng1 gong2 zau2 tim4 zik1 hai6 m4 gaa1 tong4","茶餐厅说走甜就是不加糖。","At a cha chaan teng, zau2 tim4 means no sugar.","香港在地用语","2","初级","215-female.mp3","215-male.mp3","215-sentence-female.mp3","215-sentence-male.mp3"
"216","凍飲","dung3 jam2","冷饮","cold drink","茶餐廳凍飲有時要加兩蚊。","caa4 caan1 teng1 dung3 jam2 jau5 si4 jiu3 gaa1 loeng5 man1","茶餐厅冷饮有时要加两元。","Cold drinks sometimes cost two dollars extra at a cha chaan teng.","香港在地用语","2","初级","216-female.mp3","216-male.mp3","216-sentence-female.mp3","216-sentence-male.mp3"
"217","八達通","baat3 daat6 tung1","八达通卡","Octopus card","搭港鐵同巴士都可以用八達通。","daap3 gong2 tit3 tung4 baa1 si2 dou1 ho2 ji5 jung6 baat3 daat6 tung1","乘港铁和巴士都可以用八达通。","You can use an Octopus card on the MTR and buses.","香港在地用语","2","初级","217-female.mp3","217-male.mp3","217-sentence-female.mp3","217-sentence-male.mp3"
"218","過海","gwo3 hoi2","过维多利亚港","cross the harbour","過海可以搭港鐵、巴士或者天星小輪。","gwo3 hoi2 ho2 ji5 daap3 gong2 tit3 baa1 si2 waak6 ze2 tin1 sing1 siu2 leon4","过海可以乘港铁、巴士或天星小轮。","You can cross the harbour by MTR, bus, or Star Ferry.","香港在地用语","2","初级","218-female.mp3","218-male.mp3","218-sentence-female.mp3","218-sentence-male.mp3"
